Date,Year,WW,Month,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,LocationId
4/27/2016,2016,18,4,1,0.6,0.8,0.8,NULL,NULL,NULL,NULL,NULL,38
4/28/2016,2016,18,4,1.8,1.8,1.8,1.8,NULL,NULL,NULL,NULL,NULL,38
4/29/2016,2016,18,4,25.2,21.2,24.8,25.2,NULL,NULL,NULL,NULL,NULL,38
4/30/2016,2016,18,4,15.4,15.4,15.4,15.4,NULL,NULL,NULL,NULL,NULL,38
5/1/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/2/2016,2016,19,5,9,9,9,9,NULL,NULL,NULL,NULL,NULL,38
5/3/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/4/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/5/2016,2016,19,5,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,38
5/6/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/7/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/8/2016,2016,20,5,3.4,3.4,3.4,3.4,NULL,NULL,NULL,NULL,NULL,38
5/9/2016,2016,20,5,22.6,12.2,14.6,22.4,NULL,NULL,NULL,NULL,NULL,38
5/10/2016,2016,20,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/11/2016,2016,20,5,70.4,36.4,57.4,70.4,NULL,NULL,NULL,NULL,NULL,38
5/12/2016,2016,20,5,4.2,4.2,4.2,4.2,NULL,NULL,NULL,NULL,NULL,38
5/13/2016,2016,20,5,2,1.8,2,2,NULL,NULL,NULL,NULL,NULL,38
5/14/2016,2016,20,5,19.8,16.2,16.6,19,NULL,NULL,NULL,NULL,NULL,38
5/15/2016,2016,21,5,13.4,6.8,6.8,12.8,NULL,NULL,NULL,NULL,NULL,38
5/16/2016,2016,21,5,6.2,2.6,4.4,5.8,NULL,NULL,NULL,NULL,NULL,38
5/17/2016,2016,21,5,17.8,15.8,17.6,17.8,NULL,NULL,NULL,NULL,NULL,38
5/18/2016,2016,21,5,7.4,4.2,4.2,4.2,NULL,NULL,NULL,NULL,NULL,38
5/19/2016,2016,21,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/20/2016,2016,21,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/21/2016,2016,21,5,18.8,15.6,18.4,18.6,NULL,NULL,NULL,NULL,NULL,38
5/22/2016,2016,22,5,27.8,15.2,22.8,26.4,NULL,NULL,NULL,NULL,NULL,38
5/23/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/24/2016,2016,22,5,6.6,6.4,6.4,6.4,NULL,NULL,NULL,NULL,NULL,38
5/25/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/26/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/27/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/28/2016,2016,22,5,17.8,6.8,7,10.6,NULL,NULL,NULL,NULL,NULL,38
5/29/2016,2016,23,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
5/30/2016,2016,23,5,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,38
5/31/2016,2016,23,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/1/2016,2016,23,6,8.2,5.8,6.6,6.8,NULL,NULL,NULL,NULL,NULL,38
6/2/2016,2016,23,6,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,38
6/3/2016,2016,23,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/4/2016,2016,23,6,1.2,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,38
6/5/2016,2016,24,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/6/2016,2016,24,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/7/2016,2016,24,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/8/2016,2016,24,6,3.2,1.6,2.4,2.8,NULL,NULL,NULL,NULL,NULL,38
6/9/2016,2016,24,6,24.8,17.8,17.8,17.8,NULL,NULL,NULL,NULL,NULL,38
6/10/2016,2016,24,6,9.8,9.4,9.6,9.6,NULL,NULL,NULL,NULL,NULL,38
6/11/2016,2016,24,6,1.8,0.6,1.2,1.6,NULL,NULL,NULL,NULL,NULL,38
6/12/2016,2016,25,6,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,38
6/13/2016,2016,25,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/14/2016,2016,25,6,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,38
6/15/2016,2016,25,6,18.8,11,18.2,18.8,NULL,NULL,NULL,NULL,NULL,38
6/16/2016,2016,25,6,0.8,0.8,0.8,0.8,NULL,NULL,NULL,NULL,NULL,38
6/17/2016,2016,25,6,7.8,1.8,2.2,3.2,NULL,NULL,NULL,NULL,NULL,38
6/18/2016,2016,25,6,0.4,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,38
6/19/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/20/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/21/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/22/2016,2016,26,6,10,8.6,8.6,8.6,NULL,NULL,NULL,NULL,NULL,38
6/23/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/24/2016,2016,26,6,50.8,20.2,28.2,43.4,NULL,NULL,NULL,NULL,NULL,38
6/25/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/26/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/27/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/28/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/29/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
6/30/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/1/2016,2016,27,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/2/2016,2016,27,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/3/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/4/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/5/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/6/2016,2016,28,7,1.2,1.2,1.2,1.2,NULL,NULL,NULL,NULL,NULL,38
7/7/2016,2016,28,7,1.2,1.2,1.2,1.2,NULL,NULL,NULL,NULL,NULL,38
7/8/2016,2016,28,7,16.8,9.2,12,16.6,NULL,NULL,NULL,NULL,NULL,38
7/9/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/10/2016,2016,29,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/11/2016,2016,29,7,15.8,11.2,15,15,NULL,NULL,NULL,NULL,NULL,38
7/12/2016,2016,29,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/13/2016,2016,29,7,9,8.8,9,9,NULL,NULL,NULL,NULL,NULL,38
7/14/2016,2016,29,7,1.4,1,1,1,NULL,NULL,NULL,NULL,NULL,38
7/15/2016,2016,29,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/16/2016,2016,29,7,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,38
7/17/2016,2016,30,7,24.2,16.8,24,24,NULL,NULL,NULL,NULL,NULL,38
7/18/2016,2016,30,7,16.8,13,14.4,16.4,NULL,NULL,NULL,NULL,NULL,38
7/19/2016,2016,30,7,2,1,1.4,2,NULL,NULL,NULL,NULL,NULL,38
7/20/2016,2016,30,7,32.6,10.6,13.2,21.2,NULL,NULL,NULL,NULL,NULL,38
7/21/2016,2016,30,7,34,13.8,19.2,21,NULL,NULL,NULL,NULL,NULL,38
7/22/2016,2016,30,7,4,1.2,1.8,2.2,NULL,NULL,NULL,NULL,NULL,38
7/23/2016,2016,30,7,2.6,2,2,2,NULL,NULL,NULL,NULL,NULL,38
7/24/2016,2016,31,7,5.4,4,4.4,4.4,NULL,NULL,NULL,NULL,NULL,38
7/25/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/26/2016,2016,31,7,14.8,11.4,12.4,12.4,NULL,NULL,NULL,NULL,NULL,38
7/27/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/28/2016,2016,31,7,9.4,9.2,9.4,9.4,NULL,NULL,NULL,NULL,NULL,38
7/29/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/30/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
7/31/2016,2016,32,7,1.6,1.6,1.6,1.6,NULL,NULL,NULL,NULL,NULL,38
8/1/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/2/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/3/2016,2016,32,8,9.4,7.6,8,9,NULL,NULL,NULL,NULL,NULL,38
8/4/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/5/2016,2016,32,8,1,0.8,0.8,0.8,NULL,NULL,NULL,NULL,NULL,38
8/6/2016,2016,32,8,29.4,18.8,26,29.4,NULL,NULL,NULL,NULL,NULL,38
8/7/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/8/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/9/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/10/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/11/2016,2016,33,8,2,2,2,2,NULL,NULL,NULL,NULL,NULL,38
8/12/2016,2016,33,8,10,9.4,10,10,NULL,NULL,NULL,NULL,NULL,38
8/13/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/14/2016,2016,34,8,1.8,1.8,1.8,1.8,NULL,NULL,NULL,NULL,NULL,38
8/15/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/16/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/17/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/18/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/19/2016,2016,34,8,43.2,34,41.2,41.8,NULL,NULL,NULL,NULL,NULL,38
8/20/2016,2016,34,8,5.6,5.6,5.6,5.6,NULL,NULL,NULL,NULL,NULL,38
8/21/2016,2016,35,8,18.6,16.4,17.2,18.2,NULL,NULL,NULL,NULL,NULL,38
8/22/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/23/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/24/2016,2016,35,8,25.8,13.8,21.6,24.8,NULL,NULL,NULL,NULL,NULL,38
8/25/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/26/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/27/2016,2016,35,8,0.8,0.6,0.6,0.8,NULL,NULL,NULL,NULL,NULL,38
8/28/2016,2016,36,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/29/2016,2016,36,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
8/30/2016,2016,36,8,5.6,2.2,3,3.4,NULL,NULL,NULL,NULL,NULL,38
8/31/2016,2016,36,8,2.6,2,2.6,2.6,NULL,NULL,NULL,NULL,NULL,38
1/1/2016,2016,1,1,19.4,12.4,14.2,18.6,NULL,NULL,NULL,NULL,NULL,39
1/2/2016,2016,1,1,5.2,2,2.8,3.4,NULL,NULL,NULL,NULL,NULL,39
1/3/2016,2016,2,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/4/2016,2016,2,1,4,3.4,3.8,4,NULL,NULL,NULL,NULL,NULL,39
1/5/2016,2016,2,1,13.4,12.2,13.4,13.4,NULL,NULL,NULL,NULL,NULL,39
1/6/2016,2016,2,1,0.8,0.6,0.6,0.6,NULL,NULL,NULL,NULL,NULL,39
1/7/2016,2016,2,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/8/2016,2016,2,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/9/2016,2016,2,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/10/2016,2016,3,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/11/2016,2016,3,1,31,11.8,17,17.2,NULL,NULL,NULL,NULL,NULL,39
1/12/2016,2016,3,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/13/2016,2016,3,1,1.2,1.2,1.2,1.2,NULL,NULL,NULL,NULL,NULL,39
1/14/2016,2016,3,1,31.8,22.2,23.8,28.8,NULL,NULL,NULL,NULL,NULL,39
1/15/2016,2016,3,1,8.2,8.2,8.2,8.2,NULL,NULL,NULL,NULL,NULL,39
1/16/2016,2016,3,1,0.8,0.8,0.8,0.8,NULL,NULL,NULL,NULL,NULL,39
1/17/2016,2016,4,1,38.6,38.4,38.6,38.6,NULL,NULL,NULL,NULL,NULL,39
1/18/2016,2016,4,1,15.6,6.8,11.4,13.8,NULL,NULL,NULL,NULL,NULL,39
1/19/2016,2016,4,1,5.4,3,3,3,NULL,NULL,NULL,NULL,NULL,39
1/20/2016,2016,4,1,15.6,9.6,9.6,9.6,NULL,NULL,NULL,NULL,NULL,39
1/21/2016,2016,4,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/22/2016,2016,4,1,4.8,2.4,2.8,3.2,NULL,NULL,NULL,NULL,NULL,39
1/23/2016,2016,4,1,13.2,12,12.4,12.6,NULL,NULL,NULL,NULL,NULL,39
1/24/2016,2016,5,1,1.2,1,1,1.2,NULL,NULL,NULL,NULL,NULL,39
1/25/2016,2016,5,1,8.8,5.6,6,6.2,NULL,NULL,NULL,NULL,NULL,39
1/26/2016,2016,5,1,1.6,1.2,1.2,1.2,NULL,NULL,NULL,NULL,NULL,39
1/27/2016,2016,5,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/28/2016,2016,5,1,22.6,8.2,11,13.6,NULL,NULL,NULL,NULL,NULL,39
1/29/2016,2016,5,1,20,7.8,14.6,17.8,NULL,NULL,NULL,NULL,NULL,39
1/30/2016,2016,5,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
1/31/2016,2016,6,1,13,11.8,11.8,13,NULL,NULL,NULL,NULL,NULL,39
2/1/2016,2016,6,2,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
2/2/2016,2016,6,2,6,5.6,6,6,NULL,NULL,NULL,NULL,NULL,39
2/3/2016,2016,6,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/4/2016,2016,6,2,1.2,1,1,1.2,NULL,NULL,NULL,NULL,NULL,39
2/5/2016,2016,6,2,12,9.8,9.8,9.8,NULL,NULL,NULL,NULL,NULL,39
2/6/2016,2016,6,2,8.6,4,4.2,4.4,NULL,NULL,NULL,NULL,NULL,39
2/7/2016,2016,7,2,16.2,11.2,12.8,14.6,NULL,NULL,NULL,NULL,NULL,39
2/8/2016,2016,7,2,0.6,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
2/9/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/10/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/11/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/12/2016,2016,7,2,3.6,3,3.2,3.4,NULL,NULL,NULL,NULL,NULL,39
2/13/2016,2016,7,2,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
2/14/2016,2016,8,2,11.2,8.8,10.2,10.6,NULL,NULL,NULL,NULL,NULL,39
2/15/2016,2016,8,2,3.6,3.6,3.6,3.6,NULL,NULL,NULL,NULL,NULL,39
2/16/2016,2016,8,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/17/2016,2016,8,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/18/2016,2016,8,2,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
2/19/2016,2016,8,2,72,14.4,21.2,25,NULL,NULL,NULL,NULL,NULL,39
2/20/2016,2016,8,2,6,3.6,4.6,5,NULL,NULL,NULL,NULL,NULL,39
2/21/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/22/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/23/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/24/2016,2016,9,2,5.4,2,3,5.4,NULL,NULL,NULL,NULL,NULL,39
2/25/2016,2016,9,2,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
2/26/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/27/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/28/2016,2016,10,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
2/29/2016,2016,10,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/1/2016,2016,10,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/2/2016,2016,10,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/3/2016,2016,10,3,0.4,0.2,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
3/4/2016,2016,10,3,1.4,1,1,1.2,NULL,NULL,NULL,NULL,NULL,39
3/5/2016,2016,10,3,17,12,13.4,16.8,NULL,NULL,NULL,NULL,NULL,39
3/6/2016,2016,11,3,2.2,1.4,1.4,1.4,NULL,NULL,NULL,NULL,NULL,39
3/7/2016,2016,11,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/8/2016,2016,11,3,31.6,16.6,29,31,NULL,NULL,NULL,NULL,NULL,39
3/9/2016,2016,11,3,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
3/10/2016,2016,11,3,21.8,9.6,10.8,11.2,NULL,NULL,NULL,NULL,NULL,39
3/11/2016,2016,11,3,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
3/12/2016,2016,11,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/13/2016,2016,12,3,13.2,7.6,11.4,11.6,NULL,NULL,NULL,NULL,NULL,39
3/14/2016,2016,12,3,5.2,2.4,2.8,3.6,NULL,NULL,NULL,NULL,NULL,39
3/15/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/16/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/17/2016,2016,12,3,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
3/18/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/19/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/20/2016,2016,13,3,4.6,4.4,4.6,4.6,NULL,NULL,NULL,NULL,NULL,39
3/21/2016,2016,13,3,10.4,9,9.4,9.4,NULL,NULL,NULL,NULL,NULL,39
3/22/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/23/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/24/2016,2016,13,3,37,27.6,37,37,NULL,NULL,NULL,NULL,NULL,39
3/25/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/26/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/27/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/28/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/29/2016,2016,14,3,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
3/30/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
3/31/2016,2016,14,3,1.4,1.4,1.4,1.4,NULL,NULL,NULL,NULL,NULL,39
4/1/2016,2016,14,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/2/2016,2016,14,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/3/2016,2016,15,4,2.8,2.2,2.4,2.6,NULL,NULL,NULL,NULL,NULL,39
4/4/2016,2016,15,4,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
4/5/2016,2016,15,4,13.2,6.6,8.4,13.2,NULL,NULL,NULL,NULL,NULL,39
4/6/2016,2016,15,4,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
4/7/2016,2016,15,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/8/2016,2016,15,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/9/2016,2016,15,4,11.6,5.2,5.4,6,NULL,NULL,NULL,NULL,NULL,39
4/10/2016,2016,16,4,1,1,1,1,NULL,NULL,NULL,NULL,NULL,39
4/11/2016,2016,16,4,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
4/12/2016,2016,16,4,5.4,5,5.4,5.4,NULL,NULL,NULL,NULL,NULL,39
4/13/2016,2016,16,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/14/2016,2016,16,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/15/2016,2016,16,4,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
4/16/2016,2016,16,4,1.4,1.4,1.4,1.4,NULL,NULL,NULL,NULL,NULL,39
4/17/2016,2016,17,4,41.8,32.2,38.6,40.2,NULL,NULL,NULL,NULL,NULL,39
4/18/2016,2016,17,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/19/2016,2016,17,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/20/2016,2016,17,4,63.4,43.4,58,63.4,NULL,NULL,NULL,NULL,NULL,39
4/21/2016,2016,17,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/22/2016,2016,17,4,27.2,20,26.6,27,NULL,NULL,NULL,NULL,NULL,39
4/23/2016,2016,17,4,45.8,21.2,22.6,23,NULL,NULL,NULL,NULL,NULL,39
4/24/2016,2016,18,4,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
4/25/2016,2016,18,4,44.4,28,35.4,41.2,NULL,NULL,NULL,NULL,NULL,39
4/26/2016,2016,18,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/27/2016,2016,18,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
4/28/2016,2016,18,4,0.6,0.6,0.6,0.6,NULL,NULL,NULL,NULL,NULL,39
4/29/2016,2016,18,4,5.8,2.8,5,5.4,NULL,NULL,NULL,NULL,NULL,39
4/30/2016,2016,18,4,19.6,14.4,19.6,19.6,NULL,NULL,NULL,NULL,NULL,39
5/1/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/2/2016,2016,19,5,37.8,32,36.2,37.2,NULL,NULL,NULL,NULL,NULL,39
5/3/2016,2016,19,5,5.6,5.6,5.6,5.6,NULL,NULL,NULL,NULL,NULL,39
5/4/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/5/2016,2016,19,5,17.4,16.6,16.8,17.4,NULL,NULL,NULL,NULL,NULL,39
5/6/2016,2016,19,5,42.4,21.8,33,42.4,NULL,NULL,NULL,NULL,NULL,39
5/7/2016,2016,19,5,9.8,6.4,9.6,9.8,NULL,NULL,NULL,NULL,NULL,39
5/8/2016,2016,20,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/9/2016,2016,20,5,15.4,13.6,14,14,NULL,NULL,NULL,NULL,NULL,39
5/10/2016,2016,20,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/11/2016,2016,20,5,19.2,12.6,18.8,19.2,NULL,NULL,NULL,NULL,NULL,39
5/12/2016,2016,20,5,9,5.8,5.8,6.6,NULL,NULL,NULL,NULL,NULL,39
5/13/2016,2016,20,5,8.2,7.6,7.6,7.6,NULL,NULL,NULL,NULL,NULL,39
5/14/2016,2016,20,5,22.4,8.8,15,16.4,NULL,NULL,NULL,NULL,NULL,39
5/15/2016,2016,21,5,9.4,5,5.2,8.4,NULL,NULL,NULL,NULL,NULL,39
5/16/2016,2016,21,5,0.6,0.4,0.6,0.6,NULL,NULL,NULL,NULL,NULL,39
5/17/2016,2016,21,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/18/2016,2016,21,5,21.6,10.4,11,15,NULL,NULL,NULL,NULL,NULL,39
5/19/2016,2016,21,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/20/2016,2016,21,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/21/2016,2016,21,5,25,18.6,18.6,19.4,NULL,NULL,NULL,NULL,NULL,39
5/22/2016,2016,22,5,21.2,13.2,15,19,NULL,NULL,NULL,NULL,NULL,39
5/23/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/24/2016,2016,22,5,1.8,1.8,1.8,1.8,NULL,NULL,NULL,NULL,NULL,39
5/25/2016,2016,22,5,24.2,23.6,24.2,24.2,NULL,NULL,NULL,NULL,NULL,39
5/26/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/27/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/28/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/29/2016,2016,23,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
5/30/2016,2016,23,5,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
5/31/2016,2016,23,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
6/1/2016,2016,23,6,27,15.4,19.2,25.8,NULL,NULL,NULL,NULL,NULL,39
6/2/2016,2016,23,6,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,39
6/3/2016,2016,23,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
6/4/2016,2016,23,6,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
6/5/2016,2016,24,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
6/6/2016,2016,24,6,2.8,2.8,2.8,2.8,NULL,NULL,NULL,NULL,NULL,39
6/7/2016,2016,24,6,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,39
6/8/2016,2016,24,6,6.2,3.8,4,5.6,NULL,NULL,NULL,NULL,NULL,39
6/9/2016,2016,24,6,1.4,0.6,0.8,0.8,NULL,NULL,NULL,NULL,NULL,39
6/10/2016,2016,24,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,39
6/11/2016,2016,24,6,1.8,0.6,1,1.6,NULL,NULL,NULL,NULL,NULL,39
